"Indicator Code","Indicator Name","Aggregation Method","Dataset","General Comments","License Type","License URL","Long Definition","Periodicity","Reference Period","Short Definition","Source","Topic","Unit of Measure","Related Indicators","Development Relevance","Limitations and Exceptions","Notes from Original Source","Statistical Concept and Methodology","Other Web Links","Base Period","Other Notes","Previous Indicator Name","Related Source Links"
"SG.LEG.DVAW","There is legislation specifically addressing domestic violence (1=yes; 0=no)","","","1. For the reference period, WDI and Gender Databases take the data coverage years instead of reporting years used in WBL (https://wbl.worldbank.org/).  For example, the data for YR2020 in WBL (report year) corresponds to data for YR2019 in WDI and Gender Databases.
2. The 2024 Women, Business and the Law (WBL) report has introduced two distinct datasets, labeled as 1.0 and 2.0. The WBL data in the Gender database is based on the dataset 1.0.  This dataset maintains consistency with the indicators used in previous WBL reports from 2020 to 2023. In contrast, the WBL 2.0 dataset includes new areas of childcare and safety. For those interested in exploring the WBL 2.0 dataset, it is available on the WBL website at https://wbl.worldbank.org.","CC BY-4.0","https://datacatalog.worldbank.org/public-licenses#cc-by","The indicator measures whether there is legislation addressing domestic violence that includes criminal sanctions or provides for protection orders for domestic violence, or the legislation addresses ""harassment"" that clearly leads to physical or mental harm in the context of domestic violence.","Annual","","","World Bank: Women, Business and the Law. https://wbl.worldbank.org/","Violence","","","The knowledge and analysis provided by Women, Business and the Law make a strong economic case for laws that empower women. Better performance in the areas measured by the Women, Business and the Law index is associated with more women in the labor force and with higher income and improved development outcomes. Equality before the law and of economic opportunity are not only wise social policy but also good economic policy. The equal participation of women and men will give every economy a chance to achieve its potential. Given the economic significance of women's empowerment, the ultimate goal of Women, Business and the Law is to encourage governments to reform laws that hold women back from working and doing business.","The Women, Business and the Law methodology has limitations that should be considered when interpreting the data. All eight indicators are based on standardized assumptions to ensure comparability across economies. Comparability is one of the strengths of the data, but the assumptions can also be limitations as they may not capture all restrictions or represent all particularities in a country. It is assumed that the woman resides in the economy's main business city. In federal economies, laws affecting women can vary by state or province. Even in nonfederal economies, women in rural areas and small towns could face more restrictive local legislation. Such restrictions are not captured by Women, Business and the Law unless they are also found in the main business city. The woman has reached the legal age of majority and is capable of making decisions as an adult, is in good health and has no criminal record. She is a lawful citizen of the economy being examined, and she works as a cashier in the food retail sector in a supermarket or grocery store that has 60 employees. She is a cisgender, heterosexual woman in a monogamous first marriage registered with the appropriate authorities (de facto marriages and customary unions are not measured), she is of the same religion as her husband, and is in a marriage under the rules of the default marital property regime, or the most common regime for that jurisdiction, which will not change during the course of the marriage. She is not a member of a union, unless membership is mandatory. Membership is considered mandatory when collective bargaining agreements cover more than 50 percent of the workforce in the food retail sector and when they apply to individuals who were not party to the original collective bargaining agreement. Where personal law prescribes different rights and obligations for different groups of women, the data focus on the most populous group, which may mean that restrictions that apply only to minority populations are missed. Women, Business and the Law focuses solely on the ways in which the formal legal and regulatory environment determines whether women can work or open their own businesses. The data set is constructed using laws and regulations that are codified (de jure) and currently in force, therefore implementation of laws (de facto) is not measured. The data looks only at laws that apply to the private sector. These assumptions can limit the representativeness of the data for the entire population in each country. Finally, Women, Business and the Law recognizes that the laws it measures do not apply to all women in the same way. Women face intersectional forms of discrimination based on gender, sex, sexuality, race, gender identity, religion, family status, ethnicity, nationality, disability, and a myriad of other grounds. Women, Business and the Law therefore encourages readers to interpret the data in conjunction with other available research.","This is one of the 35 scored indicators.","Women, Business and the Law tracks progress toward legal equality between men and women in 190 economies. Data are collected with standardized questionnaires to ensure comparability across economies. Questionnaires are administered to over 2,000 respondents with expertise in family, labor, and violence against women legislation, including lawyers, judges, academics, and members of civil society organizations working on gender issues. Respondents provide responses to the questionnaires and references to relevant laws and regulations. The Women, Business and the Law team collects the texts of these codified sources of national law - constitutions, codes, laws, statutes, rules, regulations, and procedures - and checks questionnaire responses for accuracy. Thirty-five data points are scored across eight indicators of four or five binary questions, with each indicator representing a different phase of a woman’s career. Indicator-level scores are obtained by calculating the unweighted average of the questions within that indicator and scaling the result to 100. Overall scores are then calculated by taking the average of each indicator, with 100 representing the highest possible score.","","","","",""
"SG.LEG.SXHR.EM","There is legislation on sexual harassment in employment (1=yes; 0=no)","","","1. For the reference period, WDI and Gender Databases take the data coverage years instead of reporting years used in WBL (https://wbl.worldbank.org/).  For example, the data for YR2020 in WBL (report year) corresponds to data for YR2019 in WDI and Gender Databases.
2. The 2024 Women, Business and the Law (WBL) report has introduced two distinct datasets, labeled as 1.0 and 2.0. The WBL data in the Gender database is based on the dataset 1.0.  This dataset maintains consistency with the indicators used in previous WBL reports from 2020 to 2023. In contrast, the WBL 2.0 dataset includes new areas of childcare and safety. For those interested in exploring the WBL 2.0 dataset, it is available on the WBL website at https://wbl.worldbank.org.","CC BY-4.0","https://datacatalog.worldbank.org/public-licenses#cc-by","The indicator measures whether there is a legal provision or legislation that specifically protects women against sexual harassment in employment, including unwelcome verbal or physical conduct of a sexual nature.","Annual","","","World Bank: Women, Business and the Law. https://wbl.worldbank.org/","Violence","","","The knowledge and analysis provided by Women, Business and the Law make a strong economic case for laws that empower women. Better performance in the areas measured by the Women, Business and the Law index is associated with more women in the labor force and with higher income and improved development outcomes. Equality before the law and of economic opportunity are not only wise social policy but also good economic policy. The equal participation of women and men will give every economy a chance to achieve its potential. Given the economic significance of women's empowerment, the ultimate goal of Women, Business and the Law is to encourage governments to reform laws that hold women back from working and doing business.","The Women, Business and the Law methodology has limitations that should be considered when interpreting the data. All eight indicators are based on standardized assumptions to ensure comparability across economies. Comparability is one of the strengths of the data, but the assumptions can also be limitations as they may not capture all restrictions or represent all particularities in a country. It is assumed that the woman resides in the economy's main business city. In federal economies, laws affecting women can vary by state or province. Even in nonfederal economies, women in rural areas and small towns could face more restrictive local legislation. Such restrictions are not captured by Women, Business and the Law unless they are also found in the main business city. The woman has reached the legal age of majority and is capable of making decisions as an adult, is in good health and has no criminal record. She is a lawful citizen of the economy being examined, and she works as a cashier in the food retail sector in a supermarket or grocery store that has 60 employees. She is a cisgender, heterosexual woman in a monogamous first marriage registered with the appropriate authorities (de facto marriages and customary unions are not measured), she is of the same religion as her husband, and is in a marriage under the rules of the default marital property regime, or the most common regime for that jurisdiction, which will not change during the course of the marriage. She is not a member of a union, unless membership is mandatory. Membership is considered mandatory when collective bargaining agreements cover more than 50 percent of the workforce in the food retail sector and when they apply to individuals who were not party to the original collective bargaining agreement. Where personal law prescribes different rights and obligations for different groups of women, the data focus on the most populous group, which may mean that restrictions that apply only to minority populations are missed. Women, Business and the Law focuses solely on the ways in which the formal legal and regulatory environment determines whether women can work or open their own businesses. The data set is constructed using laws and regulations that are codified (de jure) and currently in force, therefore implementation of laws (de facto) is not measured. The data looks only at laws that apply to the private sector. These assumptions can limit the representativeness of the data for the entire population in each country. Finally, Women, Business and the Law recognizes that the laws it measures do not apply to all women in the same way. Women face intersectional forms of discrimination based on gender, sex, sexuality, race, gender identity, religion, family status, ethnicity, nationality, disability, and a myriad of other grounds. Women, Business and the Law therefore encourages readers to interpret the data in conjunction with other available research.","This is one of the 35 scored indicators.","Women, Business and the Law tracks progress toward legal equality between men and women in 190 economies. Data are collected with standardized questionnaires to ensure comparability across economies. Questionnaires are administered to over 2,000 respondents with expertise in family, labor, and violence against women legislation, including lawyers, judges, academics, and members of civil society organizations working on gender issues. Respondents provide responses to the questionnaires and references to relevant laws and regulations. The Women, Business and the Law team collects the texts of these codified sources of national law - constitutions, codes, laws, statutes, rules, regulations, and procedures - and checks questionnaire responses for accuracy. Thirty-five data points are scored across eight indicators of four or five binary questions, with each indicator representing a different phase of a woman’s career. Indicator-level scores are obtained by calculating the unweighted average of the questions within that indicator and scaling the result to 100. Overall scores are then calculated by taking the average of each indicator, with 100 representing the highest possible score.","","","","",""
"SG.PEN.SXHR.EM","Criminal penalties or civil remedies exist for sexual harassment in employment (1=yes; 0=no)","","","1. For the reference period, WDI and Gender Databases take the data coverage years instead of reporting years used in WBL (https://wbl.worldbank.org/).  For example, the data for YR2020 in WBL (report year) corresponds to data for YR2019 in WDI and Gender Databases.
2. The 2024 Women, Business and the Law (WBL) report has introduced two distinct datasets, labeled as 1.0 and 2.0. The WBL data in the Gender database is based on the dataset 1.0.  This dataset maintains consistency with the indicators used in previous WBL reports from 2020 to 2023. In contrast, the WBL 2.0 dataset includes new areas of childcare and safety. For those interested in exploring the WBL 2.0 dataset, it is available on the WBL website at https://wbl.worldbank.org.","CC BY-4.0","https://datacatalog.worldbank.org/public-licenses#cc-by","The indicator measures whether the law establishes criminal sanctions, such as fines or imprisonment, for sexual harassment in employment; if the provision in the criminal code provides for reparation of damages for offenses covered by the code; or if the law provides for civil remedies or compensation for victims of sexual harassment in employment or the workplace, even after dismissal of the victims.","Annual","","","World Bank: Women, Business and the Law. https://wbl.worldbank.org/","Violence","","","The knowledge and analysis provided by Women, Business and the Law make a strong economic case for laws that empower women. Better performance in the areas measured by the Women, Business and the Law index is associated with more women in the labor force and with higher income and improved development outcomes. Equality before the law and of economic opportunity are not only wise social policy but also good economic policy. The equal participation of women and men will give every economy a chance to achieve its potential. Given the economic significance of women's empowerment, the ultimate goal of Women, Business and the Law is to encourage governments to reform laws that hold women back from working and doing business.","The Women, Business and the Law methodology has limitations that should be considered when interpreting the data. All eight indicators are based on standardized assumptions to ensure comparability across economies. Comparability is one of the strengths of the data, but the assumptions can also be limitations as they may not capture all restrictions or represent all particularities in a country. It is assumed that the woman resides in the economy's main business city. In federal economies, laws affecting women can vary by state or province. Even in nonfederal economies, women in rural areas and small towns could face more restrictive local legislation. Such restrictions are not captured by Women, Business and the Law unless they are also found in the main business city. The woman has reached the legal age of majority and is capable of making decisions as an adult, is in good health and has no criminal record. She is a lawful citizen of the economy being examined, and she works as a cashier in the food retail sector in a supermarket or grocery store that has 60 employees. She is a cisgender, heterosexual woman in a monogamous first marriage registered with the appropriate authorities (de facto marriages and customary unions are not measured), she is of the same religion as her husband, and is in a marriage under the rules of the default marital property regime, or the most common regime for that jurisdiction, which will not change during the course of the marriage. She is not a member of a union, unless membership is mandatory. Membership is considered mandatory when collective bargaining agreements cover more than 50 percent of the workforce in the food retail sector and when they apply to individuals who were not party to the original collective bargaining agreement. Where personal law prescribes different rights and obligations for different groups of women, the data focus on the most populous group, which may mean that restrictions that apply only to minority populations are missed. Women, Business and the Law focuses solely on the ways in which the formal legal and regulatory environment determines whether women can work or open their own businesses. The data set is constructed using laws and regulations that are codified (de jure) and currently in force, therefore implementation of laws (de facto) is not measured. The data looks only at laws that apply to the private sector. These assumptions can limit the representativeness of the data for the entire population in each country. Finally, Women, Business and the Law recognizes that the laws it measures do not apply to all women in the same way. Women face intersectional forms of discrimination based on gender, sex, sexuality, race, gender identity, religion, family status, ethnicity, nationality, disability, and a myriad of other grounds. Women, Business and the Law therefore encourages readers to interpret the data in conjunction with other available research.","This is one of the 35 scored indicators.","Women, Business and the Law tracks progress toward legal equality between men and women in 190 economies. Data are collected with standardized questionnaires to ensure comparability across economies. Questionnaires are administered to over 2,000 respondents with expertise in family, labor, and violence against women legislation, including lawyers, judges, academics, and members of civil society organizations working on gender issues. Respondents provide responses to the questionnaires and references to relevant laws and regulations. The Women, Business and the Law team collects the texts of these codified sources of national law - constitutions, codes, laws, statutes, rules, regulations, and procedures - and checks questionnaire responses for accuracy. Thirty-five data points are scored across eight indicators of four or five binary questions, with each indicator representing a different phase of a woman’s career. Indicator-level scores are obtained by calculating the unweighted average of the questions within that indicator and scaling the result to 100. Overall scores are then calculated by taking the average of each indicator, with 100 representing the highest possible score.","","","","",""
"SG.RSX.BRTH.Q1.ZS","Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q1 (lowest)","","","","CC BY-4.0","https://datacatalog.worldbank.org/public-licenses#cc-by","Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she has recently given birth. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.","Annual","","","Demographic and Health Surveys (DHS)","Gender","","","","","","","","","","",""
"SG.RSX.BRTH.Q2.ZS","Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q2","","","","CC BY-4.0","https://datacatalog.worldbank.org/public-licenses#cc-by","Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she has recently given birth. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.","Annual","","","Demographic and Health Surveys (DHS)","Gender","","","","","","","","","","",""
"SG.RSX.BRTH.Q3.ZS","Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q3","","","","CC BY-4.0","https://datacatalog.worldbank.org/public-licenses#cc-by","Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she has recently given birth. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.","Annual","","","Demographic and Health Surveys (DHS)","Gender","","","","","","","","","","",""
"SG.RSX.BRTH.Q4.ZS","Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q4","","","","CC BY-4.0","https://datacatalog.worldbank.org/public-licenses#cc-by","Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she has recently given birth. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.","Annual","","","Demographic and Health Surveys (DHS)","Gender","","","","","","","","","","",""
"SG.RSX.BRTH.Q5.ZS","Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q5 (highest)","","","","CC BY-4.0","https://datacatalog.worldbank.org/public-licenses#cc-by","Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she has recently given birth. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.","Annual","","","Demographic and Health Surveys (DHS)","Gender","","","","","","","","","","",""
"SG.RSX.BRTH.ZS","Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%)","","","","CC BY-4.0","https://datacatalog.worldbank.org/public-licenses#cc-by","Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband if she has recently given birth.","Annual","","","Demographic and Health Surveys (DHS)","Gender","","","","","","","","","","",""
"SG.RSX.NORS.Q1.ZS","Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q1 (lowest)","","","","CC BY-4.0","https://datacatalog.worldbank.org/public-licenses#cc-by","Percentage of women aged 15-49 who believe that a wife is justified in refusing to have sex with her husband for none of the reasons: husband has sexually transmitted disease, husband has sex with other women, recently given birth, tired or not in the mood. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.","Annual","","","Demographic and Health Surveys (DHS)","Gender","","","","","","","","","","",""
